,SGX: Turnover: Shares: Total,Foreign Exchange Market: SGD: Total Turnover
Region,Singapore,Singapore
Subnational,,
Frequency,"Daily, ""5 observation""",Monthly
Unit,Share mn,SGD mn
Source,The Business Times,Monetary Authority of Singapore
Status,Active,Active
Series ID,35960701 (SDIGA),471805317 (SZOADDABEAAANS)
SR Code,SR763792,SR154104557
Trade Code,,
Mnemonic,,
Function Description,,
First Obs. Date,08/31/1998,07/01/2021
Last Obs. Date,03/30/2026,02/01/2026
Last Update Time,31/03/2026,31/03/2026
Series Remarks,,
Suggestions,,
08/12/2011,1897.537,
08/15/2011,1273.567,
08/16/2011,1609.979,
08/17/2011,1403.249,
08/18/2011,1297.811,
08/19/2011,1744.756,
08/22/2011,1872.781,
08/23/2011,1601.853,
08/24/2011,1628.842,
08/25/2011,1451.488,
08/26/2011,1372.063,
08/29/2011,1243.394,
08/31/2011,2325.467,
09/01/2011,2211.358,
09/02/2011,1188.296,
09/05/2011,1260.149,
09/06/2011,1343.963,
09/07/2011,1538.751,
09/08/2011,1481.746,
09/09/2011,1372.869,
09/12/2011,1157.694,
09/13/2011,896.843,
09/14/2011,1644.034,
09/15/2011,1328.632,
09/16/2011,1400.935,
09/19/2011,1052.29,
09/20/2011,1160.208,
09/21/2011,1063.21,
09/22/2011,1393.639,
09/23/2011,1672.844,
09/26/2011,1708.818,
09/27/2011,1421.411,
09/28/2011,1402.589,
09/29/2011,855.91,
09/30/2011,1504.862,
10/03/2011,1524.765,
10/04/2011,1676.793,
10/05/2011,1145.288,
10/06/2011,1516.829,
10/07/2011,1607.03,
10/10/2011,1095.48,
10/11/2011,1548.541,
10/12/2011,1380.091,
10/13/2011,1712.435,
10/14/2011,1468.283,
10/17/2011,1474.638,
10/18/2011,1282.325,
10/19/2011,1223.981,
10/20/2011,1078.752,
10/21/2011,966.098,
10/24/2011,1291.539,
10/25/2011,1181.739,
10/27/2011,2384.796,
10/28/2011,2079.692,
10/31/2011,1518.957,
11/01/2011,1438.168,
11/02/2011,2480.73,
11/03/2011,1531.964,
11/04/2011,1481.229,
11/08/2011,1528.811,
11/09/2011,1487.779,
11/10/2011,1735.366,
11/11/2011,1527.842,
11/14/2011,1415.388,
11/15/2011,1324.89,
11/16/2011,1653.484,
11/17/2011,1462.601,
11/18/2011,1453.685,
11/21/2011,1497.181,
11/22/2011,1526.454,
11/23/2011,1611.138,
11/24/2011,1369.259,
11/25/2011,1157.287,
11/28/2011,1169.973,
11/29/2011,1664.647,
11/30/2011,1684.829,
12/01/2011,1704.772,
12/02/2011,984.29,
12/05/2011,1179.509,
12/06/2011,1175.134,
12/07/2011,1412.844,
12/08/2011,1102.926,
12/09/2011,995.594,
12/12/2011,888.933,
12/13/2011,975.478,
12/14/2011,849.96,
12/15/2011,1062.117,
12/16/2011,1219.108,
12/19/2011,932.533,
12/20/2011,910.09,
12/21/2011,813.675,
12/22/2011,609.505,
12/23/2011,510.219,
12/27/2011,396.166,
12/28/2011,536.466,
12/29/2011,609.32,
12/30/2011,549.398,
01/03/2012,1072.777,
01/04/2012,1053.592,
01/05/2012,1053.094,
01/06/2012,850.105,
01/09/2012,1217.737,
01/10/2012,1077.862,
01/11/2012,1367.917,
01/12/2012,1197.49,
01/13/2012,1262.943,
01/16/2012,944.839,
01/17/2012,1647.528,
01/18/2012,1451.68,
01/19/2012,1681.981,
01/20/2012,1952.329,
01/25/2012,1408.144,
01/26/2012,1527.52,
01/27/2012,1786.167,
01/30/2012,1699.458,
01/31/2012,3517.803,
02/01/2012,3717.737,
02/02/2012,3403.85,
02/03/2012,3948.416,
02/06/2012,3599.965,
02/07/2012,2811.036,
02/08/2012,3629.141,
02/09/2012,3589.156,
02/10/2012,3458.433,
02/13/2012,2335.509,
02/14/2012,2372.591,
02/15/2012,2955.969,
02/16/2012,2153.736,
02/17/2012,2231.443,
02/20/2012,2646.672,
02/21/2012,2374.395,
02/22/2012,2432.568,
02/23/2012,2468.719,
02/24/2012,1843.344,
02/27/2012,2123.821,
02/28/2012,1791.863,
02/29/2012,2227.088,
03/01/2012,1988.114,
03/02/2012,1518.661,
03/05/2012,1795.193,
03/06/2012,1765.656,
03/07/2012,1907.028,
03/08/2012,2389.271,
03/09/2012,1657.828,
03/12/2012,1353.335,
03/13/2012,1676.072,
03/14/2012,2357.822,
03/15/2012,1662.763,
03/16/2012,1669.965,
03/19/2012,1964.832,
03/20/2012,1420.547,
03/21/2012,2443.528,
03/22/2012,2408.045,
03/23/2012,2076.443,
03/26/2012,1801.854,
03/27/2012,2174.732,
03/28/2012,1666.546,
03/29/2012,2016.542,
03/30/2012,2557.177,
04/02/2012,4377.039,
04/03/2012,3025.832,
04/04/2012,1861.299,
04/05/2012,1951.424,
04/09/2012,1355.316,
04/10/2012,2784.151,
04/11/2012,4096.121,
04/12/2012,3658.583,
04/13/2012,5010.053,
04/16/2012,2888.814,
04/17/2012,2631.197,
04/18/2012,2017.126,
04/19/2012,2297.86,
04/20/2012,4509.213,
04/23/2012,4002.171,
04/24/2012,5449.213,
04/25/2012,7024.231,
04/26/2012,3831.086,
04/27/2012,3659.673,
04/30/2012,2571.348,
05/02/2012,3581.338,
05/03/2012,3248.568,
05/04/2012,2742.435,
05/07/2012,2779.944,
05/08/2012,2323.162,
05/09/2012,2058.973,
05/10/2012,2424.097,
05/11/2012,2302.762,
05/14/2012,2186.198,
05/15/2012,1948.194,
05/16/2012,1930.118,
05/17/2012,1507.358,
05/18/2012,2049.32,
05/21/2012,1448.33,
05/22/2012,2480.451,
05/23/2012,1615.719,
05/24/2012,1561.427,
05/25/2012,1498.693,
05/28/2012,1193.618,
05/29/2012,1758.421,
05/30/2012,1567.965,
05/31/2012,1885.218,
06/01/2012,1382.518,
06/04/2012,1425.062,
06/05/2012,1293.493,
06/06/2012,1571.944,
06/07/2012,1288.059,
06/08/2012,1262.282,
06/11/2012,1354.564,
06/12/2012,1701.773,
06/13/2012,1759.642,
06/14/2012,1247.541,
06/15/2012,1541.979,
06/18/2012,1343.051,
06/19/2012,1335.01,
06/20/2012,1546.711,
06/21/2012,1446.419,
06/22/2012,1369.815,
06/25/2012,1479.11,
06/26/2012,1513.165,
06/27/2012,1813.922,
06/28/2012,1691.113,
06/29/2012,2042.843,
07/02/2012,1282.952,
07/03/2012,1761.465,
07/04/2012,1904.844,
07/05/2012,1743.607,
07/06/2012,1745.971,
07/09/2012,1774.665,
07/10/2012,2052.18,
07/11/2012,2573.94,
07/12/2012,2714.349,
07/13/2012,2023.455,
07/16/2012,1520.278,
07/17/2012,2852.408,
07/18/2012,2258.889,
07/19/2012,1746.893,
07/20/2012,1512.863,
07/23/2012,1813.978,
07/24/2012,1206.83,
07/25/2012,1478.395,
07/26/2012,1700.135,
07/27/2012,1595.769,
07/30/2012,1536.505,
07/31/2012,1887.254,
08/01/2012,1462.511,
08/02/2012,1336.663,
08/03/2012,1649.697,
08/06/2012,1469.853,
08/07/2012,1767.97,
08/08/2012,1549.446,
08/10/2012,1370.647,
08/13/2012,1324.879,
08/14/2012,2341.584,
08/15/2012,1626.195,
08/16/2012,2233.945,
08/17/2012,1948.633,
08/21/2012,1615.707,
08/22/2012,1334.577,
08/23/2012,2001.77,
08/24/2012,1415.748,
08/27/2012,1517.647,
08/28/2012,1254.877,
08/29/2012,1368.424,
08/30/2012,1403.033,
08/31/2012,1403.13,
09/03/2012,1172.943,
09/04/2012,1357.874,
09/05/2012,1474.893,
09/06/2012,1236.843,
09/07/2012,1786.175,
09/10/2012,1279.217,
09/11/2012,1498.654,
09/12/2012,1541.74,
09/13/2012,1658.117,
09/14/2012,2645.754,
09/17/2012,2990.28,
09/18/2012,1966.237,
09/19/2012,2403.343,
09/20/2012,1661.537,
09/21/2012,1586.518,
09/24/2012,1761.668,
09/25/2012,1830.544,
09/26/2012,2187.136,
09/27/2012,2355.044,
09/28/2012,1715.81,
10/01/2012,1575.384,
10/02/2012,1756.736,
10/03/2012,1822.503,
10/04/2012,1752.198,
10/05/2012,1497.915,
10/08/2012,1976.895,
10/09/2012,2009.752,
10/10/2012,1823.266,
10/11/2012,1503.633,
10/12/2012,1689.133,
10/15/2012,1327.703,
10/16/2012,1542.955,
10/17/2012,1976.311,
10/18/2012,1640.425,
10/19/2012,1913.687,
10/22/2012,1625.687,
10/23/2012,1749.17,
10/24/2012,1420.592,
10/25/2012,1562.168,
10/29/2012,2509.406,
10/30/2012,1929.983,
10/31/2012,2250.161,
11/01/2012,1745.87,
11/02/2012,1434.759,
11/05/2012,1912.807,
11/06/2012,1653.399,
11/07/2012,1992.993,
11/08/2012,2065.47,
11/09/2012,1636.426,
11/12/2012,2242.123,
11/14/2012,2678.892,
11/15/2012,2913.275,
11/16/2012,1717.12,
11/19/2012,1761.667,
11/20/2012,2427.567,
11/21/2012,2167.592,
11/22/2012,3135.848,
11/23/2012,3171.485,
11/26/2012,2173.887,
11/27/2012,3289.986,
11/28/2012,2776.399,
11/29/2012,2956.482,
11/30/2012,2565.936,
12/03/2012,2240.069,
12/04/2012,2507.623,
12/05/2012,2598.111,
12/06/2012,2132.209,
12/07/2012,2300.506,
12/10/2012,2580.404,
12/11/2012,2691.938,
12/12/2012,2159.195,
12/13/2012,2444.431,
12/14/2012,2397.869,
12/17/2012,2274.897,
12/18/2012,2724.011,
12/19/2012,3648.159,
12/20/2012,2374.675,
12/21/2012,1611.978,
12/24/2012,1169.75,
12/26/2012,3515.035,
12/27/2012,3160.907,
12/28/2012,2414.101,
12/31/2012,1648.374,
01/02/2013,4984.279,
01/03/2013,5043.342,
01/04/2013,7745.034,
01/07/2013,6850.139,
01/08/2013,6117.871,
01/09/2013,5039.818,
01/10/2013,4677.438,
01/11/2013,5447.776,
01/14/2013,4026.43,
01/15/2013,4417.976,
01/16/2013,4218.421,
01/17/2013,5288.352,
01/18/2013,5223.986,
01/21/2013,5640.854,
01/22/2013,3533.13,
01/23/2013,4193.245,
01/24/2013,4097.033,
01/25/2013,3514.984,
01/28/2013,4511.844,
01/29/2013,6088.315,
01/30/2013,4479.948,
01/31/2013,4524.28,
02/01/2013,3645.157,
02/04/2013,3962.026,
02/05/2013,4186.434,
02/06/2013,4994.88,
02/07/2013,3855.472,
02/08/2013,3827.084,
02/13/2013,8533.408,
02/14/2013,10929.869,
02/15/2013,7197.786,
02/18/2013,4746.149,
02/19/2013,5199.557,
02/20/2013,7337.537,
02/21/2013,6082.046,
02/22/2013,4596.601,
02/25/2013,6225.783,
02/26/2013,7298.858,
02/27/2013,12513.462,
02/28/2013,7774.406,
03/01/2013,7055.286,
03/04/2013,4976.892,
03/05/2013,3833.344,
03/06/2013,6406.517,
03/07/2013,4615.744,
03/08/2013,3879.65,
03/11/2013,4786.727,
03/12/2013,4366.006,
03/13/2013,5646.327,
03/14/2013,6238.901,
03/15/2013,7506.666,
03/18/2013,3040.775,
03/19/2013,3126.306,
03/20/2013,3537.083,
03/21/2013,4050.419,
03/22/2013,5830.818,
03/25/2013,5522.539,
03/26/2013,4070.061,
03/27/2013,3354.324,
03/28/2013,3052.284,
04/01/2013,2806.09,
04/02/2013,3938.232,
04/03/2013,3733.912,
04/04/2013,3092.151,
04/05/2013,3536.614,
04/08/2013,4024.721,
04/09/2013,3027.744,
04/10/2013,3344.828,
04/11/2013,3403.592,
04/12/2013,2942.523,
04/15/2013,2689.37,
04/16/2013,3657.888,
04/17/2013,2627.506,
04/18/2013,2595.899,
04/19/2013,3043.048,
04/22/2013,2466.812,
04/23/2013,2111.839,
04/24/2013,2650.451,
04/25/2013,2447.224,
04/26/2013,2427.174,
04/29/2013,2245.846,
04/30/2013,2309.717,
05/02/2013,2452.252,
05/03/2013,2185.844,
05/06/2013,2363.154,
05/07/2013,2697.996,
05/08/2013,2997.026,
05/09/2013,2923.238,
05/10/2013,2593.596,
05/13/2013,3087.913,
05/14/2013,3009.412,
05/15/2013,2676.463,
05/16/2013,2889.87,
05/17/2013,2945.887,
05/20/2013,3133.638,
05/21/2013,2893.731,
05/22/2013,4064.685,
05/23/2013,4999.176,
05/27/2013,2751.604,
05/28/2013,3649.676,
05/29/2013,4429.223,
05/30/2013,4623.459,
05/31/2013,3583.768,
06/03/2013,3215.175,
06/04/2013,4195.2,
06/05/2013,3815.82,
06/06/2013,2850.132,
06/07/2013,2897.889,
06/10/2013,3096.552,
06/11/2013,3055.126,
06/12/2013,2341.604,
06/13/2013,3173.603,
06/14/2013,2424.429,
06/17/2013,2077.137,
06/18/2013,1971.302,
06/19/2013,2131.797,
06/20/2013,2456.163,
06/21/2013,2733.415,
06/24/2013,2382.014,
06/25/2013,2554.964,
06/26/2013,2180.42,
06/27/2013,2179.42,
06/28/2013,2171.107,
07/01/2013,2080.725,
07/02/2013,2280.948,
07/03/2013,2255.686,
07/04/2013,1743.593,
07/05/2013,1989.724,
07/08/2013,2264.645,
07/09/2013,2177.375,
07/10/2013,2204.808,
07/11/2013,2281.607,
07/12/2013,2908.857,
07/15/2013,2167.163,
07/16/2013,3587.435,
07/17/2013,3442.614,
07/18/2013,3659.72,
07/19/2013,2543.833,
07/22/2013,2282.35,
07/23/2013,2460.859,
07/24/2013,3961.903,
07/25/2013,4090.185,
07/26/2013,2878.531,
07/29/2013,1913.461,
07/30/2013,2378.165,
07/31/2013,2591.572,
08/01/2013,2828.975,
08/02/2013,2309.315,
08/05/2013,2135.024,
08/06/2013,2285.84,
08/07/2013,2351.536,
08/12/2013,2652.959,
08/13/2013,2523.856,
08/14/2013,2683.239,
08/15/2013,2290.538,
08/16/2013,3432.932,
08/19/2013,2585.505,
08/20/2013,3468.494,
08/21/2013,3985.22,
08/22/2013,4636.262,
08/23/2013,3270.022,
08/26/2013,4367.342,
08/27/2013,3627.727,
08/28/2013,3258.611,
08/29/2013,4165.186,
08/30/2013,3003.041,
09/02/2013,4103.942,
09/03/2013,4450.613,
09/04/2013,3613.428,
09/05/2013,3857.682,
09/06/2013,3005.133,
09/09/2013,2864.056,
09/10/2013,5243.827,
09/11/2013,3719.972,
09/12/2013,9787.267,
09/13/2013,6220.807,
09/16/2013,3765.984,
09/17/2013,3734.602,
09/18/2013,5681.938,
09/19/2013,5760.062,
09/20/2013,5480.174,
09/23/2013,4534.594,
09/24/2013,5179.79,
09/25/2013,9493.932,
09/26/2013,5734.985,
09/27/2013,4708.461,
09/30/2013,4887.09,
10/01/2013,3800.207,
10/02/2013,3614.159,
10/03/2013,3400.817,
10/04/2013,4849.253,
10/07/2013,4285.988,
10/08/2013,3799.984,
10/09/2013,3663.919,
10/10/2013,3517.478,
10/11/2013,3225.941,
10/14/2013,1958.004,
10/16/2013,2693.092,
10/17/2013,2693.808,
10/18/2013,1891.702,
10/21/2013,4558.197,
10/22/2013,3269.505,
10/23/2013,2771.136,
10/24/2013,2053.283,
10/25/2013,2224.933,
10/28/2013,3232.112,
10/29/2013,2044.538,
10/30/2013,3304.233,
10/31/2013,2056.191,
11/01/2013,2372.634,
11/04/2013,2504.016,
11/05/2013,2304.696,
11/06/2013,2945.933,
11/07/2013,2036.932,
11/08/2013,1919.636,
11/11/2013,1933.805,
11/12/2013,2092.187,
11/13/2013,2166.336,
11/14/2013,2339.026,
11/15/2013,1784.132,
11/18/2013,2668.719,
11/19/2013,1919.228,
11/20/2013,1502.974,
11/21/2013,1653.857,
11/22/2013,1461.082,
11/25/2013,1441.847,
11/26/2013,1925.69,
11/27/2013,1897.629,
11/28/2013,1464.611,
11/29/2013,1740.685,
12/02/2013,1715.322,
12/03/2013,1626.017,
12/04/2013,2251.731,
12/05/2013,2306.86,
12/06/2013,1708.819,
12/09/2013,2622.388,
12/10/2013,2081.789,
12/11/2013,1778.5,
12/12/2013,2235.056,
12/13/2013,1938.525,
12/16/2013,2123.491,
12/17/2013,2918.745,
12/18/2013,3116.622,
12/19/2013,3297.557,
12/20/2013,3586.897,
12/23/2013,2768.085,
12/24/2013,1602.145,
12/26/2013,3990.823,
12/27/2013,3474.423,
12/30/2013,3267.675,
01/02/2014,4555.328,
01/03/2014,3644.324,
01/06/2014,4050.427,
01/07/2014,4246.122,
01/08/2014,4453.401,
01/09/2014,3107.493,
01/10/2014,4143.325,
01/13/2014,3737.092,
01/14/2014,3324.229,
01/15/2014,3922.238,
01/16/2014,2849.258,
01/17/2014,3111.567,
01/20/2014,3540.566,
01/21/2014,3869.434,
01/22/2014,4416.95,
01/23/2014,3150.029,
01/24/2014,2759.973,
01/27/2014,2813.753,
01/28/2014,2309.83,
01/29/2014,2161.349,
01/30/2014,1898.016,
02/03/2014,1584.565,
02/04/2014,2272.897,
02/05/2014,2290.999,
02/06/2014,2518.072,
02/07/2014,2600.232,
02/10/2014,1920.551,
02/11/2014,2023.167,
02/12/2014,2724.916,
02/13/2014,2352.18,
02/14/2014,2056.421,
02/17/2014,2886.191,
02/18/2014,3330.474,
02/19/2014,2545.442,
02/20/2014,1989.094,
02/21/2014,2258.823,
02/24/2014,2228.004,
02/25/2014,2434.218,
02/26/2014,2107.892,
02/27/2014,3081.207,
02/28/2014,1959.602,
03/03/2014,2589.511,
03/04/2014,3433.202,
03/05/2014,2396.555,
03/06/2014,2247.146,
03/07/2014,2640.657,
03/10/2014,1495.563,
03/11/2014,2875.662,
03/12/2014,2245.484,
03/13/2014,2259.662,
03/14/2014,2268.91,
03/17/2014,1701.473,
03/18/2014,2080.713,
03/19/2014,2501.925,
03/20/2014,1840.659,
03/21/2014,1787.243,
03/24/2014,2303.855,
03/25/2014,1985.816,
03/26/2014,2489.893,
03/27/2014,2426.653,
03/28/2014,3067.559,
03/31/2014,2339.593,
04/01/2014,2027.21,
04/02/2014,2301.972,
04/03/2014,2375.258,
04/04/2014,2080.946,
04/07/2014,1839.601,
04/08/2014,2229.144,
04/09/2014,2417.352,
04/10/2014,2220.479,
04/11/2014,2132.078,
04/14/2014,1953.02,
04/15/2014,2884.378,
04/16/2014,2026.926,
04/17/2014,2020.558,
04/21/2014,1848.073,
04/22/2014,2259.157,
04/23/2014,2033.251,
04/24/2014,2306.658,
04/25/2014,2298.777,
04/28/2014,1887.194,
04/29/2014,1526.672,
04/30/2014,1848.298,
05/02/2014,1523.685,
05/05/2014,1666.792,
05/06/2014,1286.563,
05/07/2014,1528.604,
05/08/2014,1468.272,
05/09/2014,1868.463,
05/12/2014,2044.992,
05/14/2014,1930.937,
05/15/2014,1844.343,
05/16/2014,1781.233,
05/19/2014,2323.59,
05/20/2014,1505.767,
05/21/2014,1354.316,
05/22/2014,1598.015,
05/23/2014,1769.27,
05/26/2014,1810.446,
05/27/2014,1637.759,
05/28/2014,2170.978,
05/29/2014,2256.866,
05/30/2014,2010.719,
06/02/2014,1462.41,
06/03/2014,1712.889,
06/04/2014,1988.786,
06/05/2014,2211.528,
06/06/2014,2038.564,
06/09/2014,2515.274,
06/10/2014,3098.862,
06/11/2014,2755.454,
06/12/2014,2641.51,
06/13/2014,2030.948,
06/16/2014,1692.673,
06/17/2014,1613.206,
06/18/2014,2054.617,
06/19/2014,2181.282,
06/20/2014,2149.674,
06/23/2014,2002.272,
06/24/2014,1701.644,
06/25/2014,2294.94,
06/26/2014,1894.941,
06/27/2014,1684.736,
06/30/2014,2541.946,
07/01/2014,1895.753,
07/02/2014,2162.418,
07/03/2014,2328.458,
07/04/2014,2484.346,
07/07/2014,1591.732,
07/08/2014,1661.184,
07/09/2014,2862.38,
07/10/2014,1753.914,
07/11/2014,1413.376,
07/14/2014,1344.026,
07/15/2014,1559.774,
07/16/2014,1916.575,
07/17/2014,2553.854,
07/18/2014,1719.366,
07/21/2014,1657.383,
07/22/2014,2353.877,
07/23/2014,1834.788,
07/24/2014,1823.948,
07/25/2014,1570.148,
07/29/2014,1537.344,
07/30/2014,2002.319,
07/31/2014,1871.983,
08/01/2014,1847.909,
08/04/2014,2237.333,
08/05/2014,1830.62,
08/06/2014,1632.402,
08/07/2014,2141.389,
08/08/2014,1766.743,
08/11/2014,1751.033,
08/12/2014,1733.883,
08/13/2014,1949.905,
08/14/2014,1497.678,
08/15/2014,1831.281,
08/18/2014,1463.885,
08/19/2014,1920.713,
08/20/2014,2010.441,
08/21/2014,1643.488,
08/22/2014,1727.994,
08/25/2014,1517.52,
08/26/2014,1622.699,
08/27/2014,1818.913,
08/28/2014,1633.81,
08/29/2014,1951.23,
09/01/2014,2013.062,
09/02/2014,1774.88,
09/03/2014,1764.408,
09/04/2014,1945.91,
09/05/2014,1495.02,
09/08/2014,2138.347,
09/09/2014,1090.794,
09/10/2014,1361.73,
09/11/2014,1428.591,
09/12/2014,1324.936,
09/15/2014,1757.215,
09/16/2014,1848.782,
09/17/2014,1738.548,
09/18/2014,2240.451,
09/19/2014,2029.867,
09/22/2014,1762.566,
09/23/2014,1584.756,
09/24/2014,1467.621,
09/25/2014,1517.109,
09/26/2014,1355.867,
09/29/2014,1228.862,
09/30/2014,1906.977,
10/01/2014,1075.874,
10/02/2014,1741.772,
10/03/2014,1399.537,
10/06/2014,7353.022,
10/07/2014,1651.103,
10/08/2014,1372.588,
10/09/2014,1434.457,
10/10/2014,1425.492,
10/13/2014,1514.459,
10/14/2014,1504.557,
10/15/2014,1635.294,
10/16/2014,1600.482,
10/17/2014,1479.677,
10/20/2014,1272.607,
10/21/2014,1405.652,
10/23/2014,1533.648,
10/24/2014,1401.622,
10/27/2014,1320.162,
10/28/2014,1414.27,
10/29/2014,1342.132,
10/30/2014,1316.17,
10/31/2014,1981.726,
11/03/2014,2447.894,
11/04/2014,2337.002,
11/05/2014,1165.139,
11/06/2014,1682.693,
11/07/2014,1552.331,
11/10/2014,1767.295,
11/11/2014,1384.101,
11/12/2014,1234.561,
11/13/2014,1739.419,
11/14/2014,1734.092,
11/17/2014,1523.643,
11/18/2014,1508.789,
11/19/2014,1537.728,
11/20/2014,1303.365,
11/21/2014,1344.871,
11/24/2014,1666.626,
11/25/2014,1918.235,
11/26/2014,1816.416,
11/27/2014,1392.786,
11/28/2014,1394.114,
12/01/2014,1948.864,
12/02/2014,1411.859,
12/03/2014,1335.287,
12/04/2014,1371.48,
12/05/2014,2239.097,
12/08/2014,1468.239,
12/09/2014,1833.248,
12/10/2014,1449.349,
12/11/2014,1301.924,
12/12/2014,1416.607,
12/15/2014,1137.289,
12/16/2014,1415.217,
12/17/2014,1369.411,
12/18/2014,1335.721,
12/19/2014,1438.3,
12/22/2014,1689.015,
12/23/2014,1120.964,
12/24/2014,671.435,
12/26/2014,805.745,
12/29/2014,1008.924,
12/30/2014,1140.521,
12/31/2014,617.993,
01/02/2015,1154.444,
01/05/2015,1437.157,
01/06/2015,1582.309,
01/07/2015,2125.027,
01/08/2015,1588.905,
01/09/2015,1594.836,
01/12/2015,1285.213,
01/13/2015,1571.962,
01/14/2015,1356.891,
01/15/2015,1456.454,
01/16/2015,1999.312,
01/19/2015,1442.875,
01/20/2015,1426.842,
01/21/2015,2221.231,
01/22/2015,1845.371,
01/23/2015,1967.288,
01/26/2015,1571.345,
01/27/2015,2034.548,
01/28/2015,1555.651,
01/29/2015,1466.912,
01/30/2015,1764.696,
02/02/2015,1509.647,
02/03/2015,1528.364,
02/04/2015,1405.877,
02/05/2015,1355.573,
02/06/2015,1275.444,
02/09/2015,1291.777,
02/10/2015,1120.408,
02/11/2015,1259.356,
02/12/2015,1242.439,
02/13/2015,1163.132,
02/16/2015,1015.095,
02/17/2015,1047.536,
02/18/2015,674.188,
02/23/2015,1176.172,
02/24/2015,1164.834,
02/25/2015,1524.91,
02/26/2015,1268.7,
02/27/2015,1633.652,
03/02/2015,1508.679,
03/03/2015,1461.302,
03/04/2015,1507.005,
03/05/2015,1402.015,
03/06/2015,1158.774,
03/09/2015,1348.033,
03/10/2015,1272.127,
03/11/2015,1477.329,
03/12/2015,1405.355,
03/13/2015,1240.209,
03/16/2015,1220.688,
03/17/2015,1564.923,
03/18/2015,1278.7,
03/19/2015,1466.062,
03/20/2015,1571.313,
03/23/2015,1215.036,
03/24/2015,1311.174,
03/25/2015,1445.792,
03/26/2015,1716.539,
03/27/2015,1772.044,
03/30/2015,1777.875,
03/31/2015,1544.693,
04/01/2015,1426.76,
04/02/2015,1544.454,
04/06/2015,1979.282,
04/07/2015,1980.85,
04/08/2015,2225.771,
04/09/2015,3206.979,
04/10/2015,2912.53,
04/13/2015,3521.728,
04/14/2015,3665.307,
04/15/2015,3818.688,
04/16/2015,2937.753,
04/17/2015,2676.072,
04/20/2015,2808.832,
04/21/2015,2229.088,
04/22/2015,1945.121,
04/23/2015,1776.047,
04/24/2015,2091.096,
04/27/2015,1937.26,
04/28/2015,1818.134,
04/29/2015,1622.67,
04/30/2015,1504.94,
05/04/2015,1643.958,
05/05/2015,1726.929,
05/06/2015,1540.734,
05/07/2015,1635.748,
05/08/2015,2137.438,
05/11/2015,1333.316,
05/12/2015,1522.252,
05/13/2015,1535.972,
05/14/2015,1653.144,
05/15/2015,1484.116,
05/18/2015,1919.646,
05/19/2015,2010.098,
05/20/2015,1742.556,
05/21/2015,2328.123,
05/22/2015,1731.509,
05/25/2015,1819.649,
05/26/2015,1800.563,
05/27/2015,1715.121,
05/28/2015,2161.028,
05/29/2015,1964.321,
06/01/2015,9460.682,
06/02/2015,1713.114,
06/03/2015,1559.328,
06/04/2015,1963.039,
06/05/2015,1491.825,
06/08/2015,1606.394,
06/09/2015,1591.783,
06/10/2015,1377.244,
06/11/2015,1641.529,
06/12/2015,1448.869,
06/15/2015,1247.144,
06/16/2015,1270.427,
06/17/2015,1580.883,
06/18/2015,1319.413,
06/19/2015,1560.289,
06/22/2015,1410.739,
06/23/2015,1280.141,
06/24/2015,1567.223,
06/25/2015,1449.579,
06/26/2015,1541.265,
06/29/2015,1637.848,
06/30/2015,1682.002,
07/01/2015,961.525,
07/02/2015,1099.451,
07/03/2015,1605.418,
07/06/2015,1491.712,
07/07/2015,1763.037,
07/08/2015,2075.742,
07/09/2015,1543.062,
07/10/2015,1424.516,
07/13/2015,1675.552,
07/14/2015,1392.872,
07/15/2015,1465.106,
07/16/2015,1363.392,
07/20/2015,2047.04,
07/21/2015,3388.475,
07/22/2015,2985.974,
07/23/2015,2588.478,
07/24/2015,1811.802,
07/27/2015,1957.108,
07/28/2015,2618.117,
07/29/2015,2136.525,
07/30/2015,2316.505,
07/31/2015,2016.777,
08/03/2015,1598.926,
08/04/2015,2106.292,
08/05/2015,1834.924,
08/06/2015,1596.789,
08/11/2015,2137.414,
08/12/2015,1935.071,
08/13/2015,1583.416,
08/14/2015,1366.806,
08/17/2015,1432.777,
08/18/2015,1658.556,
08/19/2015,1749.197,
08/20/2015,1586.667,
08/21/2015,2064.507,
08/24/2015,1969.403,
08/25/2015,2302.337,
08/26/2015,2564.545,
08/27/2015,2165.816,
08/28/2015,2223.163,
08/31/2015,1515.074,
09/01/2015,1910.613,
09/02/2015,1293.83,
09/03/2015,1072.379,
09/04/2015,1256.075,
09/07/2015,1021.542,
09/08/2015,1404.18,
09/09/2015,1618.275,
09/10/2015,1097.306,
09/14/2015,1359.015,
09/15/2015,1445.218,
09/16/2015,1497.334,
09/17/2015,1259.764,
09/18/2015,1748.782,
09/21/2015,1337.93,
09/22/2015,1611.896,
09/23/2015,1583.824,
09/25/2015,1531.609,
09/28/2015,1032.861,
09/29/2015,1422.142,
09/30/2015,1278.635,
10/01/2015,1253.68,
10/02/2015,1522.194,
10/05/2015,1290.057,
10/06/2015,1631.56,
10/07/2015,2145.551,
10/08/2015,1558.707,
10/09/2015,2047.36,
10/12/2015,1943.571,
10/13/2015,1475.389,
10/14/2015,1192.764,
10/15/2015,1697.964,
10/16/2015,1938.166,
10/19/2015,1804.468,
10/20/2015,2612.266,
10/21/2015,2542.213,
10/22/2015,1372.498,
10/23/2015,1622.226,
10/26/2015,1931.987,
10/27/2015,1462.655,
10/28/2015,1113.041,
